TXNAME	GENEID.group	GENEID.group_name	GENEID.value
mRNA:Solyc06g042958.1.1	18501	NA	gene:Solyc06g042958.1
mRNA:Solyc06g042940.1.1	18502	NA	gene:Solyc06g042940.1
mRNA:Solyc06g042930.1.1	18503	NA	gene:Solyc06g042930.1
mRNA:Solyc06g042933.1.1	18504	NA	gene:Solyc06g042933.1
mRNA:Solyc06g042937.1.1	18505	NA	gene:Solyc06g042937.1
mRNA:Solyc06g030660.2.1	18506	NA	gene:Solyc06g030660.2
mRNA:Solyc06g048370.2.1	18507	NA	gene:Solyc06g048370.2
mRNA:Solyc06g048373.1.1	18508	NA	gene:Solyc06g048373.1
mRNA:Solyc06g048375.1.1	18509	NA	gene:Solyc06g048375.1
mRNA:Solyc06g048377.1.1	18510	NA	gene:Solyc06g048377.1
mRNA:Solyc06g048380.2.1	18511	NA	gene:Solyc06g048380.2
mRNA:Solyc06g048390.2.1	18512	NA	gene:Solyc06g048390.2
mRNA:Solyc06g048395.1.1	18513	NA	gene:Solyc06g048395.1
mRNA:Solyc06g048400.1.1	18514	NA	gene:Solyc06g048400.1
mRNA:Solyc06g048410.3.1	18515	NA	gene:Solyc06g048410.3
mRNA:Solyc06g048420.2.1	18516	NA	gene:Solyc06g048420.2
mRNA:Solyc06g048430.3.1	18517	NA	gene:Solyc06g048430.3
mRNA:Solyc06g048440.3.1	18518	NA	gene:Solyc06g048440.3
mRNA:Solyc06g048450.2.1	18519	NA	gene:Solyc06g048450.2
mRNA:Solyc06g048460.1.1	18520	NA	gene:Solyc06g048460.1
mRNA:Solyc06g048470.3.1	18521	NA	gene:Solyc06g048470.3
mRNA:Solyc06g048480.3.1	18522	NA	gene:Solyc06g048480.3
mRNA:Solyc06g048510.3.1	18523	NA	gene:Solyc06g048510.3
mRNA:Solyc06g048520.3.1	18524	NA	gene:Solyc06g048520.3
mRNA:Solyc06g048530.3.1	18525	NA	gene:Solyc06g048530.3
mRNA:Solyc06g048540.3.1	18526	NA	gene:Solyc06g048540.3
mRNA:Solyc06g048560.1.1	18527	NA	gene:Solyc06g048560.1
mRNA:Solyc06g048570.3.1	18528	NA	gene:Solyc06g048570.3
mRNA:Solyc06g048590.3.1	18529	NA	gene:Solyc06g048590.3
mRNA:Solyc06g048600.3.1	18530	NA	gene:Solyc06g048600.3
mRNA:Solyc06g048610.3.1	18531	NA	gene:Solyc06g048610.3
mRNA:Solyc06g048620.3.1	18532	NA	gene:Solyc06g048620.3
mRNA:Solyc06g048630.3.1	18533	NA	gene:Solyc06g048630.3
mRNA:Solyc06g048633.1.1	18534	NA	gene:Solyc06g048633.1
mRNA:Solyc06g048640.1.1	18535	NA	gene:Solyc06g048640.1
mRNA:Solyc06g048637.1.1	18536	NA	gene:Solyc06g048637.1
mRNA:Solyc06g048660.1.1	18537	NA	gene:Solyc06g048660.1
mRNA:Solyc06g048670.3.1	18538	NA	gene:Solyc06g048670.3
mRNA:Solyc06g048680.2.1	18539	NA	gene:Solyc06g048680.2
mRNA:Solyc06g048687.1.1	18540	NA	gene:Solyc06g048687.1
mRNA:Solyc06g048700.1.1	18541	NA	gene:Solyc06g048700.1
mRNA:Solyc06g048710.2.1	18542	NA	gene:Solyc06g048710.2
mRNA:Solyc06g048717.1.1	18543	NA	gene:Solyc06g048717.1
mRNA:Solyc06g048720.1.1	18544	NA	gene:Solyc06g048720.1
mRNA:Solyc06g048730.3.1	18545	NA	gene:Solyc06g048730.3
mRNA:Solyc06g048740.2.1	18546	NA	gene:Solyc06g048740.2
mRNA:Solyc06g048750.3.1	18547	NA	gene:Solyc06g048750.3
mRNA:Solyc06g048770.3.1	18548	NA	gene:Solyc06g048770.3
mRNA:Solyc06g048780.1.1	18549	NA	gene:Solyc06g048780.1
mRNA:Solyc06g048790.1.1	18550	NA	gene:Solyc06g048790.1
mRNA:Solyc06g048800.2.1	18551	NA	gene:Solyc06g048800.2
mRNA:Solyc06g048810.3.1	18552	NA	gene:Solyc06g048810.3
mRNA:Solyc06g048820.1.1	18553	NA	gene:Solyc06g048820.1
mRNA:Solyc06g048840.3.1	18554	NA	gene:Solyc06g048840.3
mRNA:Solyc06g048850.3.1	18555	NA	gene:Solyc06g048850.3
mRNA:Solyc06g048860.2.1	18556	NA	gene:Solyc06g048860.2
mRNA:Solyc06g048865.1.1	18557	NA	gene:Solyc06g048865.1
mRNA:Solyc06g048870.2.1	18558	NA	gene:Solyc06g048870.2
mRNA:Solyc06g048890.3.1	18559	NA	gene:Solyc06g048890.3
mRNA:Solyc06g048893.1.1	18560	NA	gene:Solyc06g048893.1
mRNA:Solyc06g048897.1.1	18561	NA	gene:Solyc06g048897.1
mRNA:Solyc06g048900.1.1	18562	NA	gene:Solyc06g048900.1
mRNA:Solyc06g048910.1.1	18563	NA	gene:Solyc06g048910.1
mRNA:Solyc06g048920.3.1	18564	NA	gene:Solyc06g048920.3
mRNA:Solyc06g048930.3.1	18565	NA	gene:Solyc06g048930.3
mRNA:Solyc06g048935.1.1	18566	NA	gene:Solyc06g048935.1
mRNA:Solyc06g048940.3.1	18567	NA	gene:Solyc06g048940.3
mRNA:Solyc06g048950.3.1	18568	NA	gene:Solyc06g048950.3
mRNA:Solyc06g048960.3.1	18569	NA	gene:Solyc06g048960.3
mRNA:Solyc06g048965.1.1	18570	NA	gene:Solyc06g048965.1
mRNA:Solyc06g048970.3.1	18571	NA	gene:Solyc06g048970.3
mRNA:Solyc06g048990.1.1	18572	NA	gene:Solyc06g048990.1
mRNA:Solyc06g049000.1.1	18573	NA	gene:Solyc06g049000.1
mRNA:Solyc06g049010.2.1	18574	NA	gene:Solyc06g049010.2
mRNA:Solyc06g049020.1.1	18575	NA	gene:Solyc06g049020.1
mRNA:Solyc06g049030.3.1	18576	NA	gene:Solyc06g049030.3
mRNA:Solyc06g049040.3.1	18577	NA	gene:Solyc06g049040.3
mRNA:Solyc06g049050.3.1	18578	NA	gene:Solyc06g049050.3
mRNA:Solyc06g049060.3.1	18579	NA	gene:Solyc06g049060.3
mRNA:Solyc06g049070.3.1	18580	NA	gene:Solyc06g049070.3
mRNA:Solyc06g049090.3.1	18581	NA	gene:Solyc06g049090.3
mRNA:Solyc06g049080.3.1	18582	NA	gene:Solyc06g049080.3
mRNA:Solyc06g049100.3.1	18583	NA	gene:Solyc06g049100.3
mRNA:Solyc06g050110.2.1	18584	NA	gene:Solyc06g050110.2
mRNA:Solyc06g050120.3.1	18585	NA	gene:Solyc06g050120.3
mRNA:Solyc06g050130.3.1	18586	NA	gene:Solyc06g050130.3
mRNA:Solyc06g050140.1.1	18587	NA	gene:Solyc06g050140.1
mRNA:Solyc06g050160.3.1	18588	NA	gene:Solyc06g050160.3
mRNA:Solyc06g050170.3.1	18589	NA	gene:Solyc06g050170.3
mRNA:Solyc06g050180.2.1	18590	NA	gene:Solyc06g050180.2
mRNA:Solyc06g050200.2.1	18591	NA	gene:Solyc06g050200.2
mRNA:Solyc06g050185.1.1	18592	NA	gene:Solyc06g050185.1
mRNA:Solyc06g050210.3.1	18593	NA	gene:Solyc06g050210.3
mRNA:Solyc06g050220.3.1	18594	NA	gene:Solyc06g050220.3
mRNA:Solyc06g050230.3.1	18595	NA	gene:Solyc06g050230.3
mRNA:Solyc06g050240.1.1	18596	NA	gene:Solyc06g050240.1
mRNA:Solyc06g050250.1.1	18597	NA	gene:Solyc06g050250.1
mRNA:Solyc06g050260.1.1	18598	NA	gene:Solyc06g050260.1
mRNA:Solyc06g050270.1.1	18599	NA	gene:Solyc06g050270.1
mRNA:Solyc06g050280.1.1	18600	NA	gene:Solyc06g050280.1
mRNA:Solyc06g050290.1.1	18601	NA	gene:Solyc06g050290.1
mRNA:Solyc06g050300.2.1	18602	NA	gene:Solyc06g050300.2
mRNA:Solyc06g050310.3.1	18603	NA	gene:Solyc06g050310.3
mRNA:Solyc06g050320.3.1	18604	NA	gene:Solyc06g050320.3
mRNA:Solyc06g050315.1.1	18605	NA	gene:Solyc06g050315.1
mRNA:Solyc06g050330.1.1	18606	NA	gene:Solyc06g050330.1
mRNA:Solyc06g050340.3.1	18607	NA	gene:Solyc06g050340.3
mRNA:Solyc06g050350.3.1	18608	NA	gene:Solyc06g050350.3
mRNA:Solyc06g050360.3.1	18609	NA	gene:Solyc06g050360.3
mRNA:Solyc06g050370.1.1	18610	NA	gene:Solyc06g050370.1
mRNA:Solyc06g050390.2.1	18611	NA	gene:Solyc06g050390.2
mRNA:Solyc06g050400.2.1	18612	NA	gene:Solyc06g050400.2
mRNA:Solyc06g050430.3.1	18613	NA	gene:Solyc06g050430.3
mRNA:Solyc06g050440.3.1	18614	NA	gene:Solyc06g050440.3
mRNA:Solyc06g050460.2.1	18615	NA	gene:Solyc06g050460.2
mRNA:Solyc06g050470.1.1	18616	NA	gene:Solyc06g050470.1
mRNA:Solyc06g050480.1.1	18617	NA	gene:Solyc06g050480.1
mRNA:Solyc06g050490.1.1	18618	NA	gene:Solyc06g050490.1
mRNA:Solyc06g050500.2.1	18619	NA	gene:Solyc06g050500.2
mRNA:Solyc06g050510.3.1	18620	NA	gene:Solyc06g050510.3
mRNA:Solyc06g050520.2.1	18621	NA	gene:Solyc06g050520.2
mRNA:Solyc06g050530.3.1	18622	NA	gene:Solyc06g050530.3
mRNA:Solyc06g050540.1.1	18623	NA	gene:Solyc06g050540.1
mRNA:Solyc06g050550.3.1	18624	NA	gene:Solyc06g050550.3
mRNA:Solyc06g050560.3.1	18625	NA	gene:Solyc06g050560.3
mRNA:Solyc06g050570.2.1	18626	NA	gene:Solyc06g050570.2
mRNA:Solyc06g050590.3.1	18627	NA	gene:Solyc06g050590.3
mRNA:Solyc06g050600.3.1	18628	NA	gene:Solyc06g050600.3
mRNA:Solyc06g050610.2.1	18629	NA	gene:Solyc06g050610.2
mRNA:Solyc06g050620.3.1	18630	NA	gene:Solyc06g050620.3
mRNA:Solyc06g050630.3.1	18631	NA	gene:Solyc06g050630.3
mRNA:Solyc06g050640.1.1	18632	NA	gene:Solyc06g050640.1
mRNA:Solyc06g050650.1.1	18633	NA	gene:Solyc06g050650.1
mRNA:Solyc06g050645.1.1	18634	NA	gene:Solyc06g050645.1
mRNA:Solyc06g050690.3.1	18635	NA	gene:Solyc06g050690.3
mRNA:Solyc06g050700.3.1	18636	NA	gene:Solyc06g050700.3
mRNA:Solyc06g050710.3.1	18637	NA	gene:Solyc06g050710.3
mRNA:Solyc06g050715.1.1	18638	NA	gene:Solyc06g050715.1
mRNA:Solyc06g050730.3.1	18639	NA	gene:Solyc06g050730.3
mRNA:Solyc06g050720.3.1	18640	NA	gene:Solyc06g050720.3
mRNA:Solyc06g050725.1.1	18641	NA	gene:Solyc06g050725.1
mRNA:Solyc06g050760.1.1	18642	NA	gene:Solyc06g050760.1
mRNA:Solyc06g050770.3.1	18643	NA	gene:Solyc06g050770.3
mRNA:Solyc06g050780.1.1	18644	NA	gene:Solyc06g050780.1
mRNA:Solyc06g050790.3.1	18645	NA	gene:Solyc06g050790.3
mRNA:Solyc06g050800.3.1	18646	NA	gene:Solyc06g050800.3
mRNA:Solyc06g050810.3.1	18647	NA	gene:Solyc06g050810.3
mRNA:Solyc06g050820.2.1	18648	NA	gene:Solyc06g050820.2
mRNA:Solyc06g050830.1.1	18649	NA	gene:Solyc06g050830.1
mRNA:Solyc06g050833.1.1	18650	NA	gene:Solyc06g050833.1
mRNA:Solyc06g050840.3.1	18651	NA	gene:Solyc06g050840.3
mRNA:Solyc06g050850.1.1	18652	NA	gene:Solyc06g050850.1
mRNA:Solyc06g050860.3.1	18653	NA	gene:Solyc06g050860.3
mRNA:Solyc06g050870.3.1	18654	NA	gene:Solyc06g050870.3
mRNA:Solyc06g050880.3.1	18655	NA	gene:Solyc06g050880.3
mRNA:Solyc06g050890.1.1	18656	NA	gene:Solyc06g050890.1
mRNA:Solyc06g050900.3.1	18657	NA	gene:Solyc06g050900.3
mRNA:Solyc06g050910.1.1	18658	NA	gene:Solyc06g050910.1
mRNA:Solyc06g050920.3.1	18659	NA	gene:Solyc06g050920.3
mRNA:Solyc06g050930.3.1	18660	NA	gene:Solyc06g050930.3
mRNA:Solyc06g050950.3.1	18661	NA	gene:Solyc06g050950.3
mRNA:Solyc06g050980.3.1	18662	NA	gene:Solyc06g050980.3
mRNA:Solyc06g050990.3.1	18663	NA	gene:Solyc06g050990.3
mRNA:Solyc06g051000.2.1	18664	NA	gene:Solyc06g051000.2
mRNA:Solyc06g051010.1.1	18665	NA	gene:Solyc06g051010.1
mRNA:Solyc06g051020.2.1	18666	NA	gene:Solyc06g051020.2
mRNA:Solyc06g051030.3.1	18667	NA	gene:Solyc06g051030.3
mRNA:Solyc06g051040.3.1	18668	NA	gene:Solyc06g051040.3
mRNA:Solyc06g051045.1.1	18669	NA	gene:Solyc06g051045.1
mRNA:Solyc06g051060.3.1	18670	NA	gene:Solyc06g051060.3
mRNA:Solyc06g051070.1.1	18671	NA	gene:Solyc06g051070.1
mRNA:Solyc06g051080.3.1	18672	NA	gene:Solyc06g051080.3
mRNA:Solyc06g051090.2.1	18673	NA	gene:Solyc06g051090.2
mRNA:Solyc06g051100.1.1	18674	NA	gene:Solyc06g051100.1
mRNA:Solyc06g051120.3.1	18675	NA	gene:Solyc06g051120.3
mRNA:Solyc06g051130.1.1	18676	NA	gene:Solyc06g051130.1
mRNA:Solyc06g051140.3.1	18677	NA	gene:Solyc06g051140.3
mRNA:Solyc06g051150.1.1	18678	NA	gene:Solyc06g051150.1
mRNA:Solyc06g051160.3.1	18679	NA	gene:Solyc06g051160.3
mRNA:Solyc06g051190.2.1	18680	NA	gene:Solyc06g051190.2
mRNA:Solyc06g051200.3.1	18681	NA	gene:Solyc06g051200.3
mRNA:Solyc06g051210.3.1	18682	NA	gene:Solyc06g051210.3
mRNA:Solyc06g051220.1.1	18683	NA	gene:Solyc06g051220.1
mRNA:Solyc06g051230.4.1	18684	NA	gene:Solyc06g051230.4
mRNA:Solyc06g051235.1.1	18685	NA	gene:Solyc06g051235.1
mRNA:Solyc06g051240.1.1	18686	NA	gene:Solyc06g051240.1
mRNA:Solyc06g051245.1.1	18687	NA	gene:Solyc06g051245.1
mRNA:Solyc06g051250.1.1	18688	NA	gene:Solyc06g051250.1
mRNA:Solyc06g051260.3.1	18689	NA	gene:Solyc06g051260.3
mRNA:Solyc06g051270.3.1	18690	NA	gene:Solyc06g051270.3
mRNA:Solyc06g051300.3.1	18691	NA	gene:Solyc06g051300.3
mRNA:Solyc06g051310.3.1	18692	NA	gene:Solyc06g051310.3
mRNA:Solyc06g051320.3.1	18693	NA	gene:Solyc06g051320.3
mRNA:Solyc06g051330.1.1	18694	NA	gene:Solyc06g051330.1
mRNA:Solyc06g051350.3.1	18695	NA	gene:Solyc06g051350.3
mRNA:Solyc06g051360.3.1	18696	NA	gene:Solyc06g051360.3
mRNA:Solyc06g051370.1.1	18697	NA	gene:Solyc06g051370.1
mRNA:Solyc06g051380.2.1	18698	NA	gene:Solyc06g051380.2
mRNA:Solyc06g051390.3.1	18699	NA	gene:Solyc06g051390.3
mRNA:Solyc06g051400.3.1	18700	NA	gene:Solyc06g051400.3
mRNA:Solyc06g051410.3.1	18701	NA	gene:Solyc06g051410.3
mRNA:Solyc06g051420.3.1	18702	NA	gene:Solyc06g051420.3
mRNA:Solyc06g051440.3.1	18703	NA	gene:Solyc06g051440.3
mRNA:Solyc06g051450.2.1	18704	NA	gene:Solyc06g051450.2
mRNA:Solyc06g051460.3.1	18705	NA	gene:Solyc06g051460.3
mRNA:Solyc06g051500.3.1	18706	NA	gene:Solyc06g051500.3
mRNA:Solyc06g051520.3.1	18707	NA	gene:Solyc06g051520.3
mRNA:Solyc06g051540.3.1	18708	NA	gene:Solyc06g051540.3
mRNA:Solyc06g051550.3.1	18709	NA	gene:Solyc06g051550.3
mRNA:Solyc06g051560.3.1	18710	NA	gene:Solyc06g051560.3
mRNA:Solyc06g051570.3.1	18711	NA	gene:Solyc06g051570.3
mRNA:Solyc06g051573.1.1	18712	NA	gene:Solyc06g051573.1
mRNA:Solyc06g051577.1.1	18713	NA	gene:Solyc06g051577.1
mRNA:Solyc06g051600.2.1	18714	NA	gene:Solyc06g051600.2
mRNA:Solyc06g051610.1.1	18715	NA	gene:Solyc06g051610.1
mRNA:Solyc06g051620.3.1	18716	NA	gene:Solyc06g051620.3
mRNA:Solyc06g051630.4.1	18717	NA	gene:Solyc06g051630.4
mRNA:Solyc06g051650.3.1	18718	NA	gene:Solyc06g051650.3
mRNA:Solyc06g051660.1.1	18719	NA	gene:Solyc06g051660.1
mRNA:Solyc06g051665.1.1	18720	NA	gene:Solyc06g051665.1
mRNA:Solyc06g051680.1.1	18721	NA	gene:Solyc06g051680.1
mRNA:Solyc06g051720.3.1	18722	NA	gene:Solyc06g051720.3
mRNA:Solyc06g051730.3.1	18723	NA	gene:Solyc06g051730.3
mRNA:Solyc06g051740.1.1	18724	NA	gene:Solyc06g051740.1
mRNA:Solyc06g051745.1.1	18725	NA	gene:Solyc06g051745.1
mRNA:Solyc06g051750.3.1	18726	NA	gene:Solyc06g051750.3
mRNA:Solyc06g051760.3.1	18727	NA	gene:Solyc06g051760.3
mRNA:Solyc06g051770.1.1	18728	NA	gene:Solyc06g051770.1
mRNA:Solyc06g051790.3.1	18729	NA	gene:Solyc06g051790.3
mRNA:Solyc06g051795.1.1	18730	NA	gene:Solyc06g051795.1
mRNA:Solyc06g051800.3.1	18731	NA	gene:Solyc06g051800.3
mRNA:Solyc06g051810.3.1	18732	NA	gene:Solyc06g051810.3
mRNA:Solyc06g051815.1.1	18733	NA	gene:Solyc06g051815.1
mRNA:Solyc06g051820.3.1	18734	NA	gene:Solyc06g051820.3
mRNA:Solyc06g051825.1.1	18735	NA	gene:Solyc06g051825.1
mRNA:Solyc06g051830.2.1	18736	NA	gene:Solyc06g051830.2
mRNA:Solyc06g051835.1.1	18737	NA	gene:Solyc06g051835.1
mRNA:Solyc06g051840.1.1	18738	NA	gene:Solyc06g051840.1
mRNA:Solyc06g051850.2.1	18739	NA	gene:Solyc06g051850.2
mRNA:Solyc06g051860.3.1	18740	NA	gene:Solyc06g051860.3
mRNA:Solyc06g084760.2.1	18741	NA	gene:Solyc06g084760.2
mRNA:Solyc06g084770.2.1	18742	NA	gene:Solyc06g084770.2
mRNA:Solyc06g051900.3.1	18743	NA	gene:Solyc06g051900.3
mRNA:Solyc06g051905.1.1	18744	NA	gene:Solyc06g051905.1
mRNA:Solyc06g051910.2.1	18745	NA	gene:Solyc06g051910.2
mRNA:Solyc06g051920.3.1	18746	NA	gene:Solyc06g051920.3
mRNA:Solyc06g051930.3.1	18747	NA	gene:Solyc06g051930.3
mRNA:Solyc06g051940.3.1	18748	NA	gene:Solyc06g051940.3
mRNA:Solyc06g051950.3.1	18749	NA	gene:Solyc06g051950.3
mRNA:Solyc06g051980.3.1	18750	NA	gene:Solyc06g051980.3
mRNA:Solyc06g051960.3.1	18751	NA	gene:Solyc06g051960.3
mRNA:Solyc06g051970.3.1	18752	NA	gene:Solyc06g051970.3
mRNA:Solyc06g051990.3.1	18753	NA	gene:Solyc06g051990.3
mRNA:Solyc06g052000.1.1	18754	NA	gene:Solyc06g052000.1
mRNA:Solyc06g052010.2.1	18755	NA	gene:Solyc06g052010.2
mRNA:Solyc06g052020.2.1	18756	NA	gene:Solyc06g052020.2
mRNA:Solyc06g052030.3.1	18757	NA	gene:Solyc06g052030.3
mRNA:Solyc06g052040.3.1	18758	NA	gene:Solyc06g052040.3
mRNA:Solyc06g052050.3.1	18759	NA	gene:Solyc06g052050.3
mRNA:Solyc06g052055.1.1	18760	NA	gene:Solyc06g052055.1
mRNA:Solyc06g052060.3.1	18761	NA	gene:Solyc06g052060.3
mRNA:Solyc06g052070.3.1	18762	NA	gene:Solyc06g052070.3
mRNA:Solyc06g052080.3.1	18763	NA	gene:Solyc06g052080.3
mRNA:Solyc06g052090.1.1	18764	NA	gene:Solyc06g052090.1
mRNA:Solyc06g052100.2.1	18765	NA	gene:Solyc06g052100.2
mRNA:Solyc06g052110.1.1	18766	NA	gene:Solyc06g052110.1
mRNA:Solyc06g052130.2.1	18767	NA	gene:Solyc06g052130.2
mRNA:Solyc06g052140.2.1	18768	NA	gene:Solyc06g052140.2
mRNA:Solyc06g053140.3.1	18769	NA	gene:Solyc06g053140.3
mRNA:Solyc06g053145.1.1	18770	NA	gene:Solyc06g053145.1
mRNA:Solyc06g053150.1.1	18771	NA	gene:Solyc06g053150.1
mRNA:Solyc06g053160.3.1	18772	NA	gene:Solyc06g053160.3
mRNA:Solyc06g053180.3.1	18773	NA	gene:Solyc06g053180.3
mRNA:Solyc06g053170.3.1	18774	NA	gene:Solyc06g053170.3
mRNA:Solyc06g053190.3.1	18775	NA	gene:Solyc06g053190.3
mRNA:Solyc06g053200.3.1	18776	NA	gene:Solyc06g053200.3
mRNA:Solyc06g053210.3.1	18777	NA	gene:Solyc06g053210.3
mRNA:Solyc06g053220.3.1	18778	NA	gene:Solyc06g053220.3
mRNA:Solyc06g053230.3.1	18779	NA	gene:Solyc06g053230.3
mRNA:Solyc06g053240.3.1	18780	NA	gene:Solyc06g053240.3
mRNA:Solyc06g053245.1.1	18781	NA	gene:Solyc06g053245.1
mRNA:Solyc06g053250.2.1	18782	NA	gene:Solyc06g053250.2
mRNA:Solyc06g053260.1.1	18783	NA	gene:Solyc06g053260.1
mRNA:Solyc06g053290.1.1	18784	NA	gene:Solyc06g053290.1
mRNA:Solyc06g053300.3.1	18785	NA	gene:Solyc06g053300.3
mRNA:Solyc06g053310.3.1	18786	NA	gene:Solyc06g053310.3
mRNA:Solyc06g053320.3.1	18787	NA	gene:Solyc06g053320.3
mRNA:Solyc06g053330.3.1	18788	NA	gene:Solyc06g053330.3
mRNA:Solyc06g053340.3.1	18789	NA	gene:Solyc06g053340.3
mRNA:Solyc06g053350.3.1	18790	NA	gene:Solyc06g053350.3
mRNA:Solyc06g053360.3.1	18791	NA	gene:Solyc06g053360.3
mRNA:Solyc06g053370.2.1	18792	NA	gene:Solyc06g053370.2
mRNA:Solyc06g053380.3.1	18793	NA	gene:Solyc06g053380.3
mRNA:Solyc06g053385.1.1	18794	NA	gene:Solyc06g053385.1
mRNA:Solyc06g053390.3.1	18795	NA	gene:Solyc06g053390.3
mRNA:Solyc06g053400.3.1	18796	NA	gene:Solyc06g053400.3
mRNA:Solyc06g053410.1.1	18797	NA	gene:Solyc06g053410.1
mRNA:Solyc06g053420.3.1	18798	NA	gene:Solyc06g053420.3
mRNA:Solyc06g053430.3.1	18799	NA	gene:Solyc06g053430.3
mRNA:Solyc06g053440.3.1	18800	NA	gene:Solyc06g053440.3
mRNA:Solyc06g053450.3.1	18801	NA	gene:Solyc06g053450.3
mRNA:Solyc06g053455.1.1	18802	NA	gene:Solyc06g053455.1
mRNA:Solyc06g053460.2.1	18803	NA	gene:Solyc06g053460.2
mRNA:Solyc06g053470.3.1	18804	NA	gene:Solyc06g053470.3
mRNA:Solyc06g053480.3.1	18805	NA	gene:Solyc06g053480.3
mRNA:Solyc06g053500.3.1	18806	NA	gene:Solyc06g053500.3
mRNA:Solyc06g053490.3.1	18807	NA	gene:Solyc06g053490.3
mRNA:Solyc06g053510.3.1	18808	NA	gene:Solyc06g053510.3
mRNA:Solyc06g053520.3.1	18809	NA	gene:Solyc06g053520.3
mRNA:Solyc06g053525.1.1	18810	NA	gene:Solyc06g053525.1
mRNA:Solyc06g053530.3.1	18811	NA	gene:Solyc06g053530.3
mRNA:Solyc06g053540.3.1	18812	NA	gene:Solyc06g053540.3
mRNA:Solyc06g053550.3.1	18813	NA	gene:Solyc06g053550.3
mRNA:Solyc06g053560.3.1	18814	NA	gene:Solyc06g053560.3
mRNA:Solyc06g053590.3.1	18815	NA	gene:Solyc06g053590.3
mRNA:Solyc06g053580.2.1	18816	NA	gene:Solyc06g053580.2
mRNA:Solyc06g053585.1.1	18817	NA	gene:Solyc06g053585.1
mRNA:Solyc06g053600.3.1	18818	NA	gene:Solyc06g053600.3
mRNA:Solyc06g053610.3.1	18819	NA	gene:Solyc06g053610.3
mRNA:Solyc06g053620.3.1	18820	NA	gene:Solyc06g053620.3
mRNA:Solyc06g053625.1.1	18821	NA	gene:Solyc06g053625.1
mRNA:Solyc06g053630.3.1	18822	NA	gene:Solyc06g053630.3
mRNA:Solyc06g053635.1.1	18823	NA	gene:Solyc06g053635.1
mRNA:Solyc06g053640.1.1	18824	NA	gene:Solyc06g053640.1
mRNA:Solyc06g053650.2.1	18825	NA	gene:Solyc06g053650.2
mRNA:Solyc06g053660.3.1	18826	NA	gene:Solyc06g053660.3
mRNA:Solyc06g053653.1.1	18827	NA	gene:Solyc06g053653.1
mRNA:Solyc06g053670.1.1	18828	NA	gene:Solyc06g053670.1
mRNA:Solyc06g053675.1.1	18829	NA	gene:Solyc06g053675.1
mRNA:Solyc06g053690.2.1	18830	NA	gene:Solyc06g053690.2
mRNA:Solyc06g053700.1.1	18831	NA	gene:Solyc06g053700.1
mRNA:Solyc06g053710.3.1	18832	NA	gene:Solyc06g053710.3
mRNA:Solyc06g053715.1.1	18833	NA	gene:Solyc06g053715.1
mRNA:Solyc06g053720.2.1	18834	NA	gene:Solyc06g053720.2
mRNA:Solyc06g053730.1.1	18835	NA	gene:Solyc06g053730.1
mRNA:Solyc06g053740.3.1	18836	NA	gene:Solyc06g053740.3
mRNA:Solyc06g053750.3.1	18837	NA	gene:Solyc06g053750.3
mRNA:Solyc06g053760.3.1	18838	NA	gene:Solyc06g053760.3
mRNA:Solyc06g053770.3.1	18839	NA	gene:Solyc06g053770.3
mRNA:Solyc06g053780.3.1	18840	NA	gene:Solyc06g053780.3
mRNA:Solyc06g053790.3.1	18841	NA	gene:Solyc06g053790.3
mRNA:Solyc06g053800.2.1	18842	NA	gene:Solyc06g053800.2
mRNA:Solyc06g053805.1.1	18843	NA	gene:Solyc06g053805.1
mRNA:Solyc06g053810.3.1	18844	NA	gene:Solyc06g053810.3
mRNA:Solyc06g053820.3.1	18845	NA	gene:Solyc06g053820.3
mRNA:Solyc06g053830.3.1	18846	NA	gene:Solyc06g053830.3
mRNA:Solyc06g053840.3.1	18847	NA	gene:Solyc06g053840.3
mRNA:Solyc06g053850.3.1	18848	NA	gene:Solyc06g053850.3
mRNA:Solyc06g053860.3.1	18849	NA	gene:Solyc06g053860.3
mRNA:Solyc06g053870.3.1	18850	NA	gene:Solyc06g053870.3
mRNA:Solyc06g053880.1.1	18851	NA	gene:Solyc06g053880.1
mRNA:Solyc06g053890.1.1	18852	NA	gene:Solyc06g053890.1
mRNA:Solyc06g053900.3.1	18853	NA	gene:Solyc06g053900.3
mRNA:Solyc06g053910.3.1	18854	NA	gene:Solyc06g053910.3
mRNA:Solyc06g053920.3.1	18855	NA	gene:Solyc06g053920.3
mRNA:Solyc06g053930.3.1	18856	NA	gene:Solyc06g053930.3
mRNA:Solyc06g053940.1.1	18857	NA	gene:Solyc06g053940.1
mRNA:Solyc06g053950.2.1	18858	NA	gene:Solyc06g053950.2
mRNA:Solyc06g053960.3.1	18859	NA	gene:Solyc06g053960.3
mRNA:Solyc06g053970.3.1	18860	NA	gene:Solyc06g053970.3
mRNA:Solyc06g053980.3.1	18861	NA	gene:Solyc06g053980.3
mRNA:Solyc06g053990.1.1	18862	NA	gene:Solyc06g053990.1
mRNA:Solyc06g054000.1.1	18863	NA	gene:Solyc06g054000.1
mRNA:Solyc06g054010.3.1	18864	NA	gene:Solyc06g054010.3
mRNA:Solyc06g054020.3.1	18865	NA	gene:Solyc06g054020.3
mRNA:Solyc06g054030.2.1	18866	NA	gene:Solyc06g054030.2
mRNA:Solyc06g054050.2.1	18867	NA	gene:Solyc06g054050.2
