TXNAME	GENEID.group	GENEID.group_name	GENEID.value
mRNA:Solyc01g095590.3.1	3552	NA	gene:Solyc01g095590.3
mRNA:Solyc01g095600.3.1	3553	NA	gene:Solyc01g095600.3
mRNA:Solyc01g095610.3.1	3554	NA	gene:Solyc01g095610.3
mRNA:Solyc01g095620.3.1	3555	NA	gene:Solyc01g095620.3
mRNA:Solyc01g095630.3.1	3556	NA	gene:Solyc01g095630.3
mRNA:Solyc01g095640.2.1	3557	NA	gene:Solyc01g095640.2
mRNA:Solyc01g095650.3.1	3558	NA	gene:Solyc01g095650.3
mRNA:Solyc01g095670.3.1	3559	NA	gene:Solyc01g095670.3
mRNA:Solyc01g095680.2.1	3560	NA	gene:Solyc01g095680.2
mRNA:Solyc01g095690.2.1	3561	NA	gene:Solyc01g095690.2
mRNA:Solyc01g095695.1.1	3562	NA	gene:Solyc01g095695.1
mRNA:Solyc01g095700.3.1	3563	NA	gene:Solyc01g095700.3
mRNA:Solyc01g095710.3.1	3564	NA	gene:Solyc01g095710.3
mRNA:Solyc01g095715.1.1	3565	NA	gene:Solyc01g095715.1
mRNA:Solyc01g095720.3.1	3566	NA	gene:Solyc01g095720.3
mRNA:Solyc01g095730.3.1	3567	NA	gene:Solyc01g095730.3
mRNA:Solyc01g095740.3.1	3568	NA	gene:Solyc01g095740.3
mRNA:Solyc01g095745.1.1	3569	NA	gene:Solyc01g095745.1
mRNA:Solyc01g095770.3.1	3570	NA	gene:Solyc01g095770.3
mRNA:Solyc01g095760.3.1	3571	NA	gene:Solyc01g095760.3
mRNA:Solyc01g095780.2.1	3572	NA	gene:Solyc01g095780.2
mRNA:Solyc01g095790.3.1	3573	NA	gene:Solyc01g095790.3
mRNA:Solyc01g095810.3.1	3574	NA	gene:Solyc01g095810.3
mRNA:Solyc01g095800.3.1	3575	NA	gene:Solyc01g095800.3
mRNA:Solyc01g095820.2.1	3576	NA	gene:Solyc01g095820.2
mRNA:Solyc01g095830.3.1	3577	NA	gene:Solyc01g095830.3
mRNA:Solyc01g095840.2.1	3578	NA	gene:Solyc01g095840.2
mRNA:Solyc01g095850.1.1	3579	NA	gene:Solyc01g095850.1
mRNA:Solyc01g095860.3.1	3580	NA	gene:Solyc01g095860.3
mRNA:Solyc01g095870.2.1	3581	NA	gene:Solyc01g095870.2
mRNA:Solyc01g095890.3.1	3582	NA	gene:Solyc01g095890.3
mRNA:Solyc01g095880.1.1	3583	NA	gene:Solyc01g095880.1
mRNA:Solyc01g095900.3.1	3584	NA	gene:Solyc01g095900.3
mRNA:Solyc01g095903.1.1	3585	NA	gene:Solyc01g095903.1
mRNA:Solyc01g095907.1.1	3586	NA	gene:Solyc01g095907.1
mRNA:Solyc01g095910.1.1	3587	NA	gene:Solyc01g095910.1
mRNA:Solyc01g095920.3.1	3588	NA	gene:Solyc01g095920.3
mRNA:Solyc01g095930.3.1	3589	NA	gene:Solyc01g095930.3
mRNA:Solyc01g095950.1.1	3590	NA	gene:Solyc01g095950.1
mRNA:Solyc01g095960.3.1	3591	NA	gene:Solyc01g095960.3
mRNA:Solyc01g095970.3.1	3592	NA	gene:Solyc01g095970.3
mRNA:Solyc01g095980.3.1	3593	NA	gene:Solyc01g095980.3
mRNA:Solyc01g095990.3.1	3594	NA	gene:Solyc01g095990.3
mRNA:Solyc01g095995.1.1	3595	NA	gene:Solyc01g095995.1
mRNA:Solyc01g096010.3.1	3596	NA	gene:Solyc01g096010.3
mRNA:Solyc01g096015.1.1	3597	NA	gene:Solyc01g096015.1
mRNA:Solyc01g096020.3.1	3598	NA	gene:Solyc01g096020.3
mRNA:Solyc01g096030.3.1	3599	NA	gene:Solyc01g096030.3
mRNA:Solyc01g096040.3.1	3600	NA	gene:Solyc01g096040.3
mRNA:Solyc01g096050.3.1	3601	NA	gene:Solyc01g096050.3
mRNA:Solyc01g096060.3.1	3602	NA	gene:Solyc01g096060.3
mRNA:Solyc01g096070.3.1	3603	NA	gene:Solyc01g096070.3
mRNA:Solyc01g096080.3.1	3604	NA	gene:Solyc01g096080.3
mRNA:Solyc01g096090.3.1	3605	NA	gene:Solyc01g096090.3
mRNA:Solyc01g096110.3.1	3606	NA	gene:Solyc01g096110.3
mRNA:Solyc01g096120.3.1	3607	NA	gene:Solyc01g096120.3
mRNA:Solyc01g096130.3.1	3608	NA	gene:Solyc01g096130.3
mRNA:Solyc01g096140.3.1	3609	NA	gene:Solyc01g096140.3
mRNA:Solyc01g096150.3.1	3610	NA	gene:Solyc01g096150.3
mRNA:Solyc01g096160.3.1	3611	NA	gene:Solyc01g096160.3
mRNA:Solyc01g096170.3.1	3612	NA	gene:Solyc01g096170.3
mRNA:Solyc01g096175.1.1	3613	NA	gene:Solyc01g096175.1
mRNA:Solyc01g096180.3.1	3614	NA	gene:Solyc01g096180.3
mRNA:Solyc01g096185.1.1	3615	NA	gene:Solyc01g096185.1
mRNA:Solyc01g096190.3.1	3616	NA	gene:Solyc01g096190.3
mRNA:Solyc01g096193.1.1	3617	NA	gene:Solyc01g096193.1
mRNA:Solyc01g096197.1.1	3618	NA	gene:Solyc01g096197.1
mRNA:Solyc01g096200.3.1	3619	NA	gene:Solyc01g096200.3
mRNA:Solyc01g096205.1.1	3620	NA	gene:Solyc01g096205.1
mRNA:Solyc01g096210.3.1	3621	NA	gene:Solyc01g096210.3
mRNA:Solyc01g096220.3.1	3622	NA	gene:Solyc01g096220.3
mRNA:Solyc01g096230.3.1	3623	NA	gene:Solyc01g096230.3
mRNA:Solyc01g096240.3.1	3624	NA	gene:Solyc01g096240.3
mRNA:Solyc01g096250.2.1	3625	NA	gene:Solyc01g096250.2
mRNA:Solyc01g096255.1.1	3626	NA	gene:Solyc01g096255.1
mRNA:Solyc01g096260.3.1	3627	NA	gene:Solyc01g096260.3
mRNA:Solyc01g096270.3.1	3628	NA	gene:Solyc01g096270.3
mRNA:Solyc01g096280.2.1	3629	NA	gene:Solyc01g096280.2
mRNA:Solyc01g096290.3.1	3630	NA	gene:Solyc01g096290.3
mRNA:Solyc01g096300.3.1	3631	NA	gene:Solyc01g096300.3
mRNA:Solyc01g096320.3.1	3632	NA	gene:Solyc01g096320.3
mRNA:Solyc01g096330.2.1	3633	NA	gene:Solyc01g096330.2
mRNA:Solyc01g096340.3.1	3634	NA	gene:Solyc01g096340.3
mRNA:Solyc01g096350.3.1	3635	NA	gene:Solyc01g096350.3
mRNA:Solyc01g096360.3.1	3636	NA	gene:Solyc01g096360.3
mRNA:Solyc01g096370.3.1	3637	NA	gene:Solyc01g096370.3
mRNA:Solyc01g096380.1.1	3638	NA	gene:Solyc01g096380.1
mRNA:Solyc01g096390.3.1	3639	NA	gene:Solyc01g096390.3
mRNA:Solyc01g096400.3.1	3640	NA	gene:Solyc01g096400.3
mRNA:Solyc01g096410.3.1	3641	NA	gene:Solyc01g096410.3
mRNA:Solyc01g096420.3.1	3642	NA	gene:Solyc01g096420.3
mRNA:Solyc01g096430.3.1	3643	NA	gene:Solyc01g096430.3
mRNA:Solyc01g096435.1.1	3644	NA	gene:Solyc01g096435.1
mRNA:Solyc01g096440.3.1	3645	NA	gene:Solyc01g096440.3
mRNA:Solyc01g096450.3.1	3646	NA	gene:Solyc01g096450.3
mRNA:Solyc01g096460.2.1	3647	NA	gene:Solyc01g096460.2
mRNA:Solyc01g096470.3.1	3648	NA	gene:Solyc01g096470.3
mRNA:Solyc01g096475.1.1	3649	NA	gene:Solyc01g096475.1
mRNA:Solyc01g096490.3.1	3650	NA	gene:Solyc01g096490.3
mRNA:Solyc01g096500.3.1	3651	NA	gene:Solyc01g096500.3
mRNA:Solyc01g096510.2.1	3652	NA	gene:Solyc01g096510.2
mRNA:Solyc01g096520.3.1	3653	NA	gene:Solyc01g096520.3
mRNA:Solyc01g096530.3.1	3654	NA	gene:Solyc01g096530.3
mRNA:Solyc01g096540.3.1	3655	NA	gene:Solyc01g096540.3
mRNA:Solyc01g096550.3.1	3656	NA	gene:Solyc01g096550.3
mRNA:Solyc01g096560.2.1	3657	NA	gene:Solyc01g096560.2
mRNA:Solyc01g096570.3.1	3658	NA	gene:Solyc01g096570.3
mRNA:Solyc01g096580.3.1	3659	NA	gene:Solyc01g096580.3
mRNA:Solyc01g096590.3.1	3660	NA	gene:Solyc01g096590.3
mRNA:Solyc01g096600.3.1	3661	NA	gene:Solyc01g096600.3
mRNA:Solyc01g096610.3.1	3662	NA	gene:Solyc01g096610.3
mRNA:Solyc01g096620.3.1	3663	NA	gene:Solyc01g096620.3
mRNA:Solyc01g096630.3.1	3664	NA	gene:Solyc01g096630.3
mRNA:Solyc01g096650.3.1	3665	NA	gene:Solyc01g096650.3
mRNA:Solyc01g096660.3.1	3666	NA	gene:Solyc01g096660.3
mRNA:Solyc01g096670.3.1	3667	NA	gene:Solyc01g096670.3
mRNA:Solyc01g096680.3.1	3668	NA	gene:Solyc01g096680.3
mRNA:Solyc01g096690.2.1	3669	NA	gene:Solyc01g096690.2
mRNA:Solyc01g096700.3.1	3670	NA	gene:Solyc01g096700.3
mRNA:Solyc01g096710.3.1	3671	NA	gene:Solyc01g096710.3
mRNA:Solyc01g096720.3.1	3672	NA	gene:Solyc01g096720.3
mRNA:Solyc01g096740.3.1	3673	NA	gene:Solyc01g096740.3
mRNA:Solyc01g096730.2.1	3674	NA	gene:Solyc01g096730.2
mRNA:Solyc01g096750.1.1	3675	NA	gene:Solyc01g096750.1
mRNA:Solyc01g096760.3.1	3676	NA	gene:Solyc01g096760.3
mRNA:Solyc01g096780.3.1	3677	NA	gene:Solyc01g096780.3
mRNA:Solyc01g096770.2.1	3678	NA	gene:Solyc01g096770.2
mRNA:Solyc01g096790.3.1	3679	NA	gene:Solyc01g096790.3
mRNA:Solyc01g096800.3.1	3680	NA	gene:Solyc01g096800.3
mRNA:Solyc01g096810.3.1	3681	NA	gene:Solyc01g096810.3
mRNA:Solyc01g096820.3.1	3682	NA	gene:Solyc01g096820.3
mRNA:Solyc01g096830.3.1	3683	NA	gene:Solyc01g096830.3
mRNA:Solyc01g096840.3.1	3684	NA	gene:Solyc01g096840.3
mRNA:Solyc01g096850.3.1	3685	NA	gene:Solyc01g096850.3
mRNA:Solyc01g096860.2.1	3686	NA	gene:Solyc01g096860.2
mRNA:Solyc01g096865.1.1	3687	NA	gene:Solyc01g096865.1
mRNA:Solyc01g096870.3.1	3688	NA	gene:Solyc01g096870.3
mRNA:Solyc01g096880.3.1	3689	NA	gene:Solyc01g096880.3
mRNA:Solyc01g096890.3.1	3690	NA	gene:Solyc01g096890.3
mRNA:Solyc01g096900.3.1	3691	NA	gene:Solyc01g096900.3
mRNA:Solyc01g096910.3.1	3692	NA	gene:Solyc01g096910.3
mRNA:Solyc01g096920.3.1	3693	NA	gene:Solyc01g096920.3
mRNA:Solyc01g096930.3.1	3694	NA	gene:Solyc01g096930.3
mRNA:Solyc01g096940.3.1	3695	NA	gene:Solyc01g096940.3
mRNA:Solyc01g096950.3.1	3696	NA	gene:Solyc01g096950.3
mRNA:Solyc01g096960.3.1	3697	NA	gene:Solyc01g096960.3
mRNA:Solyc01g096970.3.1	3698	NA	gene:Solyc01g096970.3
mRNA:Solyc01g096980.2.1	3699	NA	gene:Solyc01g096980.2
mRNA:Solyc01g096990.3.1	3700	NA	gene:Solyc01g096990.3
mRNA:Solyc01g097000.3.1	3701	NA	gene:Solyc01g097000.3
mRNA:Solyc01g097010.3.1	3702	NA	gene:Solyc01g097010.3
mRNA:Solyc01g097020.3.1	3703	NA	gene:Solyc01g097020.3
mRNA:Solyc01g097030.3.1	3704	NA	gene:Solyc01g097030.3
mRNA:Solyc01g097040.3.1	3705	NA	gene:Solyc01g097040.3
mRNA:Solyc01g097050.3.1	3706	NA	gene:Solyc01g097050.3
mRNA:Solyc01g097060.3.1	3707	NA	gene:Solyc01g097060.3
mRNA:Solyc01g097070.3.1	3708	NA	gene:Solyc01g097070.3
mRNA:Solyc01g097080.1.1	3709	NA	gene:Solyc01g097080.1
mRNA:Solyc01g097090.1.1	3710	NA	gene:Solyc01g097090.1
mRNA:Solyc01g097100.1.1	3711	NA	gene:Solyc01g097100.1
mRNA:Solyc01g097110.2.1	3712	NA	gene:Solyc01g097110.2
mRNA:Solyc01g097120.3.1	3713	NA	gene:Solyc01g097120.3
mRNA:Solyc01g097130.3.1	3714	NA	gene:Solyc01g097130.3
mRNA:Solyc01g097140.3.1	3715	NA	gene:Solyc01g097140.3
mRNA:Solyc01g097150.3.1	3716	NA	gene:Solyc01g097150.3
mRNA:Solyc01g097155.1.1	3717	NA	gene:Solyc01g097155.1
mRNA:Solyc01g097160.3.1	3718	NA	gene:Solyc01g097160.3
mRNA:Solyc01g097170.3.1	3719	NA	gene:Solyc01g097170.3
mRNA:Solyc01g097180.2.1	3720	NA	gene:Solyc01g097180.2
mRNA:Solyc01g097190.3.1	3721	NA	gene:Solyc01g097190.3
mRNA:Solyc01g097210.3.1	3722	NA	gene:Solyc01g097210.3
mRNA:Solyc01g097195.1.1	3723	NA	gene:Solyc01g097195.1
mRNA:Solyc01g097220.2.1	3724	NA	gene:Solyc01g097220.2
mRNA:Solyc01g097230.3.1	3725	NA	gene:Solyc01g097230.3
mRNA:Solyc01g097240.3.1	3726	NA	gene:Solyc01g097240.3
mRNA:Solyc01g097250.3.1	3727	NA	gene:Solyc01g097250.3
mRNA:Solyc01g097260.3.1	3728	NA	gene:Solyc01g097260.3
mRNA:Solyc01g097270.3.1	3729	NA	gene:Solyc01g097270.3
mRNA:Solyc01g097280.2.1	3730	NA	gene:Solyc01g097280.2
mRNA:Solyc01g097290.3.1	3731	NA	gene:Solyc01g097290.3
mRNA:Solyc01g097300.3.1	3732	NA	gene:Solyc01g097300.3
mRNA:Solyc01g097310.3.1	3733	NA	gene:Solyc01g097310.3
mRNA:Solyc01g097320.3.1	3734	NA	gene:Solyc01g097320.3
mRNA:Solyc01g097330.3.1	3735	NA	gene:Solyc01g097330.3
mRNA:Solyc01g097340.3.1	3736	NA	gene:Solyc01g097340.3
mRNA:Solyc01g097350.3.1	3737	NA	gene:Solyc01g097350.3
mRNA:Solyc01g097360.3.1	3738	NA	gene:Solyc01g097360.3
mRNA:Solyc01g097370.1.1	3739	NA	gene:Solyc01g097370.1
mRNA:Solyc01g097380.2.1	3740	NA	gene:Solyc01g097380.2
mRNA:Solyc01g097390.3.1	3741	NA	gene:Solyc01g097390.3
mRNA:Solyc01g097395.1.1	3742	NA	gene:Solyc01g097395.1
mRNA:Solyc01g097400.1.1	3743	NA	gene:Solyc01g097400.1
mRNA:Solyc01g097425.1.1	3744	NA	gene:Solyc01g097425.1
mRNA:Solyc01g097410.3.1	3745	NA	gene:Solyc01g097410.3
mRNA:Solyc01g097420.1.1	3746	NA	gene:Solyc01g097420.1
mRNA:Solyc01g097430.3.1	3747	NA	gene:Solyc01g097430.3
mRNA:Solyc01g097440.3.1	3748	NA	gene:Solyc01g097440.3
mRNA:Solyc01g097450.3.1	3749	NA	gene:Solyc01g097450.3
mRNA:Solyc01g097460.3.1	3750	NA	gene:Solyc01g097460.3
mRNA:Solyc01g097470.3.1	3751	NA	gene:Solyc01g097470.3
mRNA:Solyc01g097480.1.1	3752	NA	gene:Solyc01g097480.1
mRNA:Solyc01g097490.1.1	3753	NA	gene:Solyc01g097490.1
mRNA:Solyc01g097500.3.1	3754	NA	gene:Solyc01g097500.3
mRNA:Solyc01g097510.3.1	3755	NA	gene:Solyc01g097510.3
mRNA:Solyc01g097520.3.1	3756	NA	gene:Solyc01g097520.3
mRNA:Solyc01g097530.2.1	3757	NA	gene:Solyc01g097530.2
mRNA:Solyc01g097540.3.1	3758	NA	gene:Solyc01g097540.3
mRNA:Solyc01g097550.3.1	3759	NA	gene:Solyc01g097550.3
mRNA:Solyc01g097555.1.1	3760	NA	gene:Solyc01g097555.1
mRNA:Solyc01g097570.2.1	3761	NA	gene:Solyc01g097570.2
mRNA:Solyc01g097580.1.1	3762	NA	gene:Solyc01g097580.1
mRNA:Solyc01g097600.2.1	3763	NA	gene:Solyc01g097600.2
mRNA:Solyc01g097610.3.1	3764	NA	gene:Solyc01g097610.3
mRNA:Solyc01g097620.1.1	3765	NA	gene:Solyc01g097620.1
mRNA:Solyc01g097630.2.1	3766	NA	gene:Solyc01g097630.2
mRNA:Solyc01g097640.3.1	3767	NA	gene:Solyc01g097640.3
mRNA:Solyc01g097650.3.1	3768	NA	gene:Solyc01g097650.3
mRNA:Solyc01g097660.2.1	3769	NA	gene:Solyc01g097660.2
mRNA:Solyc01g097670.3.1	3770	NA	gene:Solyc01g097670.3
mRNA:Solyc01g097700.1.1	3771	NA	gene:Solyc01g097700.1
mRNA:Solyc01g097710.1.1	3772	NA	gene:Solyc01g097710.1
mRNA:Solyc01g097720.1.1	3773	NA	gene:Solyc01g097720.1
mRNA:Solyc01g097730.3.1	3774	NA	gene:Solyc01g097730.3
mRNA:Solyc01g097735.1.1	3775	NA	gene:Solyc01g097735.1
mRNA:Solyc01g097740.3.1	3776	NA	gene:Solyc01g097740.3
mRNA:Solyc01g097750.1.1	3777	NA	gene:Solyc01g097750.1
mRNA:Solyc01g097760.3.1	3778	NA	gene:Solyc01g097760.3
mRNA:Solyc01g097770.3.1	3779	NA	gene:Solyc01g097770.3
mRNA:Solyc01g097790.3.1	3780	NA	gene:Solyc01g097790.3
mRNA:Solyc01g097780.1.1	3781	NA	gene:Solyc01g097780.1
mRNA:Solyc01g097800.3.1	3782	NA	gene:Solyc01g097800.3
mRNA:Solyc01g097810.3.1	3783	NA	gene:Solyc01g097810.3
mRNA:Solyc01g097820.3.1	3784	NA	gene:Solyc01g097820.3
mRNA:Solyc01g097825.1.1	3785	NA	gene:Solyc01g097825.1
mRNA:Solyc01g097830.2.1	3786	NA	gene:Solyc01g097830.2
mRNA:Solyc01g097840.3.1	3787	NA	gene:Solyc01g097840.3
mRNA:Solyc01g097850.1.1	3788	NA	gene:Solyc01g097850.1
mRNA:Solyc01g097860.3.1	3789	NA	gene:Solyc01g097860.3
mRNA:Solyc01g097870.3.1	3790	NA	gene:Solyc01g097870.3
mRNA:Solyc01g097880.3.1	3791	NA	gene:Solyc01g097880.3
mRNA:Solyc01g097890.2.1	3792	NA	gene:Solyc01g097890.2
mRNA:Solyc01g097900.1.1	3793	NA	gene:Solyc01g097900.1
mRNA:Solyc01g097910.2.1	3794	NA	gene:Solyc01g097910.2
mRNA:Solyc01g097960.3.1	3795	NA	gene:Solyc01g097960.3
mRNA:Solyc01g097920.3.1	3796	NA	gene:Solyc01g097920.3
mRNA:Solyc01g097930.3.1	3797	NA	gene:Solyc01g097930.3
mRNA:Solyc01g097940.1.1	3798	NA	gene:Solyc01g097940.1
mRNA:Solyc01g097950.3.1	3799	NA	gene:Solyc01g097950.3
mRNA:Solyc01g097970.3.1	3800	NA	gene:Solyc01g097970.3
mRNA:Solyc01g097980.3.1	3801	NA	gene:Solyc01g097980.3
mRNA:Solyc01g097990.3.1	3802	NA	gene:Solyc01g097990.3
mRNA:Solyc01g098000.3.1	3803	NA	gene:Solyc01g098000.3
mRNA:Solyc01g098010.3.1	3804	NA	gene:Solyc01g098010.3
mRNA:Solyc01g098020.2.1	3805	NA	gene:Solyc01g098020.2
mRNA:Solyc01g098030.3.1	3806	NA	gene:Solyc01g098030.3
mRNA:Solyc01g098040.3.1	3807	NA	gene:Solyc01g098040.3
mRNA:Solyc01g098050.1.1	3808	NA	gene:Solyc01g098050.1
mRNA:Solyc01g098060.1.1	3809	NA	gene:Solyc01g098060.1
mRNA:Solyc01g098065.1.1	3810	NA	gene:Solyc01g098065.1
mRNA:Solyc01g098070.1.1	3811	NA	gene:Solyc01g098070.1
mRNA:Solyc01g098080.3.1	3812	NA	gene:Solyc01g098080.3
mRNA:Solyc01g098090.3.1	3813	NA	gene:Solyc01g098090.3
mRNA:Solyc01g098100.2.1	3814	NA	gene:Solyc01g098100.2
mRNA:Solyc01g098110.3.1	3815	NA	gene:Solyc01g098110.3
mRNA:Solyc01g098130.2.1	3816	NA	gene:Solyc01g098130.2
mRNA:Solyc01g098140.3.1	3817	NA	gene:Solyc01g098140.3
mRNA:Solyc01g098150.3.1	3818	NA	gene:Solyc01g098150.3
mRNA:Solyc01g098160.3.1	3819	NA	gene:Solyc01g098160.3
mRNA:Solyc01g098170.3.1	3820	NA	gene:Solyc01g098170.3
mRNA:Solyc01g098180.3.1	3821	NA	gene:Solyc01g098180.3
mRNA:Solyc01g098190.3.1	3822	NA	gene:Solyc01g098190.3
mRNA:Solyc01g098200.3.1	3823	NA	gene:Solyc01g098200.3
mRNA:Solyc01g098210.3.1	3824	NA	gene:Solyc01g098210.3
mRNA:Solyc01g098220.2.1	3825	NA	gene:Solyc01g098220.2
mRNA:Solyc01g098230.3.1	3826	NA	gene:Solyc01g098230.3
mRNA:Solyc01g098240.2.1	3827	NA	gene:Solyc01g098240.2
mRNA:Solyc01g098250.3.1	3828	NA	gene:Solyc01g098250.3
mRNA:Solyc01g098260.1.1	3829	NA	gene:Solyc01g098260.1
mRNA:Solyc01g098270.1.1	3830	NA	gene:Solyc01g098270.1
mRNA:Solyc01g098280.3.1	3831	NA	gene:Solyc01g098280.3
mRNA:Solyc01g098290.1.1	3832	NA	gene:Solyc01g098290.1
mRNA:Solyc01g098300.1.1	3833	NA	gene:Solyc01g098300.1
mRNA:Solyc01g098310.2.1	3834	NA	gene:Solyc01g098310.2
mRNA:Solyc01g098320.3.1	3835	NA	gene:Solyc01g098320.3
mRNA:Solyc01g098330.1.1	3836	NA	gene:Solyc01g098330.1
mRNA:Solyc01g098340.3.1	3837	NA	gene:Solyc01g098340.3
mRNA:Solyc01g098350.3.1	3838	NA	gene:Solyc01g098350.3
mRNA:Solyc01g098360.1.1	3839	NA	gene:Solyc01g098360.1
mRNA:Solyc01g098370.1.1	3840	NA	gene:Solyc01g098370.1
mRNA:Solyc01g098380.3.1	3841	NA	gene:Solyc01g098380.3
mRNA:Solyc01g098390.3.1	3842	NA	gene:Solyc01g098390.3
mRNA:Solyc01g098400.3.1	3843	NA	gene:Solyc01g098400.3
mRNA:Solyc01g098410.3.1	3844	NA	gene:Solyc01g098410.3
mRNA:Solyc01g098420.2.1	3845	NA	gene:Solyc01g098420.2
mRNA:Solyc01g098430.3.1	3846	NA	gene:Solyc01g098430.3
mRNA:Solyc01g098440.2.1	3847	NA	gene:Solyc01g098440.2
mRNA:Solyc01g098450.3.1	3848	NA	gene:Solyc01g098450.3
mRNA:Solyc01g098455.1.1	3849	NA	gene:Solyc01g098455.1
mRNA:Solyc01g098460.3.1	3850	NA	gene:Solyc01g098460.3
mRNA:Solyc01g098470.2.1	3851	NA	gene:Solyc01g098470.2
mRNA:Solyc01g098480.2.1	3852	NA	gene:Solyc01g098480.2
mRNA:Solyc01g098490.3.1	3853	NA	gene:Solyc01g098490.3
mRNA:Solyc01g098500.3.1	3854	NA	gene:Solyc01g098500.3
mRNA:Solyc01g098520.3.1	3855	NA	gene:Solyc01g098520.3
mRNA:Solyc01g098523.1.1	3856	NA	gene:Solyc01g098523.1
mRNA:Solyc01g098525.1.1	3857	NA	gene:Solyc01g098525.1
mRNA:Solyc01g098527.1.1	3858	NA	gene:Solyc01g098527.1
mRNA:Solyc01g098530.3.1	3859	NA	gene:Solyc01g098530.3
mRNA:Solyc01g098540.3.1	3860	NA	gene:Solyc01g098540.3
mRNA:Solyc01g098550.3.1	3861	NA	gene:Solyc01g098550.3
mRNA:Solyc01g098555.1.1	3862	NA	gene:Solyc01g098555.1
mRNA:Solyc01g098560.3.1	3863	NA	gene:Solyc01g098560.3
mRNA:Solyc01g098570.2.1	3864	NA	gene:Solyc01g098570.2
mRNA:Solyc01g098580.3.1	3865	NA	gene:Solyc01g098580.3
mRNA:Solyc01g098590.3.1	3866	NA	gene:Solyc01g098590.3
mRNA:Solyc01g098610.3.1	3867	NA	gene:Solyc01g098610.3
mRNA:Solyc01g098600.3.1	3868	NA	gene:Solyc01g098600.3
mRNA:Solyc01g098630.3.1	3869	NA	gene:Solyc01g098630.3
mRNA:Solyc01g098640.3.1	3870	NA	gene:Solyc01g098640.3
mRNA:Solyc01g098645.1.1	3871	NA	gene:Solyc01g098645.1
mRNA:Solyc01g098670.2.1	3872	NA	gene:Solyc01g098670.2
mRNA:Solyc01g098660.2.1	3873	NA	gene:Solyc01g098660.2
mRNA:Solyc01g098665.1.1	3874	NA	gene:Solyc01g098665.1
mRNA:Solyc01g098680.2.1	3875	NA	gene:Solyc01g098680.2
mRNA:Solyc01g098690.2.1	3876	NA	gene:Solyc01g098690.2
mRNA:Solyc01g098700.3.1	3877	NA	gene:Solyc01g098700.3
mRNA:Solyc01g098710.3.1	3878	NA	gene:Solyc01g098710.3
mRNA:Solyc01g098720.3.1	3879	NA	gene:Solyc01g098720.3
mRNA:Solyc01g098725.1.1	3880	NA	gene:Solyc01g098725.1
mRNA:Solyc01g098730.2.1	3881	NA	gene:Solyc01g098730.2
mRNA:Solyc01g098740.3.1	3882	NA	gene:Solyc01g098740.3
mRNA:Solyc01g098760.3.1	3883	NA	gene:Solyc01g098760.3
mRNA:Solyc01g098750.2.1	3884	NA	gene:Solyc01g098750.2
mRNA:Solyc01g098770.1.1	3885	NA	gene:Solyc01g098770.1
mRNA:Solyc01g098780.3.1	3886	NA	gene:Solyc01g098780.3
mRNA:Solyc01g098790.2.1	3887	NA	gene:Solyc01g098790.2
mRNA:Solyc01g098800.3.1	3888	NA	gene:Solyc01g098800.3
mRNA:Solyc01g098805.1.1	3889	NA	gene:Solyc01g098805.1
mRNA:Solyc01g098810.3.1	3890	NA	gene:Solyc01g098810.3
mRNA:Solyc01g098813.1.1	3891	NA	gene:Solyc01g098813.1
mRNA:Solyc01g098817.1.1	3892	NA	gene:Solyc01g098817.1
mRNA:Solyc01g098820.3.1	3893	NA	gene:Solyc01g098820.3
mRNA:Solyc01g098830.3.1	3894	NA	gene:Solyc01g098830.3
mRNA:Solyc01g098840.3.1	3895	NA	gene:Solyc01g098840.3
mRNA:Solyc01g098850.3.1	3896	NA	gene:Solyc01g098850.3
mRNA:Solyc01g098860.3.1	3897	NA	gene:Solyc01g098860.3
mRNA:Solyc01g098870.3.1	3898	NA	gene:Solyc01g098870.3
mRNA:Solyc01g098880.3.1	3899	NA	gene:Solyc01g098880.3
mRNA:Solyc01g098890.1.1	3900	NA	gene:Solyc01g098890.1
mRNA:Solyc01g098900.3.1	3901	NA	gene:Solyc01g098900.3
mRNA:Solyc01g098910.3.1	3902	NA	gene:Solyc01g098910.3
mRNA:Solyc01g098920.3.1	3903	NA	gene:Solyc01g098920.3
mRNA:Solyc01g098930.3.1	3904	NA	gene:Solyc01g098930.3
mRNA:Solyc01g098940.3.1	3905	NA	gene:Solyc01g098940.3
mRNA:Solyc01g098950.2.1	3906	NA	gene:Solyc01g098950.2
mRNA:Solyc01g098960.2.1	3907	NA	gene:Solyc01g098960.2
mRNA:Solyc01g098970.2.1	3908	NA	gene:Solyc01g098970.2
mRNA:Solyc01g098980.3.1	3909	NA	gene:Solyc01g098980.3
mRNA:Solyc01g098985.1.1	3910	NA	gene:Solyc01g098985.1
mRNA:Solyc01g098990.3.1	3911	NA	gene:Solyc01g098990.3
mRNA:Solyc01g099000.1.1	3912	NA	gene:Solyc01g099000.1
mRNA:Solyc01g099010.3.1	3913	NA	gene:Solyc01g099010.3
mRNA:Solyc01g099020.3.1	3914	NA	gene:Solyc01g099020.3
mRNA:Solyc01g099030.3.1	3915	NA	gene:Solyc01g099030.3
mRNA:Solyc01g099040.3.1	3916	NA	gene:Solyc01g099040.3
mRNA:Solyc01g099050.3.1	3917	NA	gene:Solyc01g099050.3
mRNA:Solyc01g099060.2.1	3918	NA	gene:Solyc01g099060.2
